season_year,game_date,game_start_utc,player_name,team,opponent_team,travel_status,result,minutes_played,fgm,fga,fg_pct,ftm,fta,ft_pct,oreb,dreb,ast,tov,stl,blk,pf,pts,plus_minus,nba_fantasy_pts,seconds_played,post_type,post_count,total_comments,total_score
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Marvin Bagley III,DAL,LAL,away,L,20.083333333333332,3,7,0.429,1,2,0.5,0,4,0,0,1,0,3,7,-18,14.8,1205,Highlight,1,6,69
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Naji Marshall,DAL,LAL,away,L,29.133333333333333,8,13,0.615,3,5,0.6,0,2,4,2,2,0,2,19,-2,31.4,1748,Highlight,1,2,0
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Austin Reaves,LAL,DAL,home,W,28.45,5,10,0.5,7,9,0.778,1,3,6,2,0,0,2,18,6,29.8,1707,Highlight,2,9,27
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Jaxson Hayes,LAL,DAL,home,W,33.68333333333333,8,10,0.8,0,0,0.0,4,3,4,1,3,1,4,16,26,41.4,2021,Other,2,14,38
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Jaxson Hayes,LAL,DAL,home,W,33.68333333333333,8,10,0.8,0,0,0.0,4,3,4,1,3,1,4,16,26,41.4,2021,Highlight,1,6,69
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Rui Hachimura,LAL,DAL,home,W,34.9,9,13,0.692,0,0,0.0,0,3,1,1,1,0,4,21,18,28.1,2094,Highlight,1,7,27
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,Rui Hachimura,LAL,DAL,home,W,34.9,9,13,0.692,0,0,0.0,0,3,1,1,1,0,4,21,18,28.1,2094,Other,3,5,43
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,LeBron James,LAL,DAL,home,W,35.35,10,20,0.5,6,7,0.857,0,10,12,4,0,1,0,28,6,57.0,2121,Highlight,2,30,300
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,LeBron James,LAL,DAL,home,W,35.35,10,20,0.5,6,7,0.857,0,10,12,4,0,1,0,28,6,57.0,2121,Other,9,260,2934
2025-26,2026-02-12,2026-02-13 03:00:00.000000 UTC,LeBron James,LAL,DAL,home,W,35.35,10,20,0.5,6,7,0.857,0,10,12,4,0,1,0,28,6,57.0,2121,Post Game Thread,1,57,251
2025-26,2026-02-12,2026-02-13 00:30:00.000000 UTC,Cam Thomas,MIL,OKC,away,W,20.0,5,13,0.385,1,1,1.0,0,1,2,1,0,0,1,12,15,15.2,1200,Highlight,2,37,333
2025-26,2026-02-12,2026-02-13 00:30:00.000000 UTC,Ousmane Dieng,MIL,OKC,away,W,36.466666666666669,7,12,0.583,2,4,0.5,1,10,6,0,1,4,4,19,16,56.2,2188,Other,5,140,961
2025-26,2026-02-12,2026-02-13 00:30:00.000000 UTC,Chet Holmgren,OKC,MIL,home,L,27.483333333333334,5,12,0.417,6,6,1.0,5,8,4,0,0,2,0,16,-8,43.6,1649,Other,1,223,461
2025-26,2026-02-12,2026-02-13 02:00:00.000000 UTC,Caleb Love,POR,UTA,away,W,14.683333333333334,4,12,0.333,0,0,0.0,0,0,2,0,0,0,0,11,-14,14.0,881,Highlight,1,6,13
2025-26,2026-02-12,2026-02-13 02:00:00.000000 UTC,Donovan Clingan,POR,UTA,away,W,31.38,8,12,0.667,7,9,0.778,6,12,7,0,0,3,1,23,21,64.1,1883,Highlight,2,26,54
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Mouhamed Gueye,ATL,MIN,away,L,19.5,4,8,0.5,1,1,1.0,5,2,0,0,0,0,1,10,1,18.4,1170,Other,1,18,81
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Nickeil Alexander-Walker,ATL,MIN,away,L,35.251666666666665,9,19,0.474,1,1,1.0,2,10,5,6,2,0,5,23,-18,44.9,2115,Highlight,1,2,46
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,CJ McCollum,ATL,MIN,away,L,32.841666666666669,12,25,0.48,9,11,0.818,0,1,2,3,4,0,1,38,-25,51.2,1971,Highlight,1,17,94
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Drake Powell,BKN,CHI,home,W,22.875,4,8,0.5,4,4,1.0,0,5,0,2,0,0,1,14,-7,18.0,1373,Highlight,1,16,72
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Nolan Traore,BKN,CHI,home,W,31.525,5,11,0.455,3,4,0.75,1,2,13,3,1,1,4,13,17,39.1,1892,Other,1,1,32
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Sion James,CHA,DET,home,L,23.206666666666667,2,3,0.667,0,0,0.0,0,2,3,4,0,0,3,6,-3,8.9,1392,Highlight,2,67,1138
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Miles Bridges,CHA,DET,home,L,19.883333333333333,1,6,0.167,4,4,1.0,0,4,1,3,0,0,1,6,-21,9.3,1193,Highlight,3,1700,7838
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Grant Williams,CHA,DET,home,L,25.276666666666667,3,6,0.5,4,4,1.0,2,0,5,1,1,1,4,12,9,26.9,1517,Highlight,2,252,1261
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,LaMelo Ball,CHA,DET,home,L,29.49,8,22,0.364,0,0,0.0,1,3,4,3,0,0,5,20,-12,27.8,1769,Highlight,1,3,21
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,LaMelo Ball,CHA,DET,home,L,29.49,8,22,0.364,0,0,0.0,1,3,4,3,0,0,5,20,-12,27.8,1769,Other,1,4,13
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Kon Knueppel,CHA,DET,home,L,34.166666666666664,6,13,0.462,3,3,1.0,1,4,3,0,0,1,0,20,-9,33.5,2050,Highlight,1,1266,6963
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Kon Knueppel,CHA,DET,home,L,34.166666666666664,6,13,0.462,3,3,1.0,1,4,3,0,0,1,0,20,-9,33.5,2050,Other,2,1264,6600
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Brandon Miller,CHA,DET,home,L,35.976666666666667,8,18,0.444,4,4,1.0,1,2,3,3,2,1,3,24,-5,38.1,2159,Highlight,3,73,783
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Patrick Williams,CHI,BKN,away,L,17.983333333333334,3,6,0.5,0,1,0.0,1,1,1,0,0,0,0,7,7,10.9,1079,Highlight,1,16,72
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Collin Sexton,CHI,BKN,away,L,32.1,7,18,0.389,6,8,0.75,3,2,1,3,1,0,5,21,6,28.5,1926,Other,1,56,194
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Collin Sexton,CHI,BKN,away,L,32.1,7,18,0.389,6,8,0.75,3,2,1,3,1,0,5,21,6,28.5,1926,Highlight,1,21,91
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Thomas Bryant,CLE,DEN,away,W,13.366666666666667,1,3,0.333,2,2,1.0,1,2,1,0,0,0,4,5,-6,10.1,802,Highlight,1,2,4
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Keon Ellis,CLE,DEN,away,W,19.55,1,5,0.2,0,0,0.0,0,3,1,2,1,1,3,2,2,11.1,1173,Highlight,2,31,216
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Jarrett Allen,CLE,DEN,away,W,34.633333333333333,10,16,0.625,2,4,0.5,4,9,1,0,0,0,5,22,8,39.1,2078,Highlight,5,39,264
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,James Harden,CLE,DEN,away,W,36.031666666666666,7,16,0.438,6,6,1.0,3,7,7,2,0,3,3,22,9,51.5,2162,Highlight,1,89,648
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Donovan Mitchell,CLE,DEN,away,W,34.133333333333333,11,23,0.478,7,8,0.875,1,0,10,2,2,2,1,32,3,58.2,2048,Other,1,24,210
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Donovan Mitchell,CLE,DEN,away,W,34.133333333333333,11,23,0.478,7,8,0.875,1,0,10,2,2,2,1,32,3,58.2,2048,Highlight,7,130,521
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Bruce Brown,DEN,CLE,home,L,25.283333333333335,0,6,0.0,1,2,0.5,3,1,0,0,2,0,4,1,-10,11.8,1517,Highlight,1,7,44
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Julian Strawther,DEN,CLE,home,L,28.9,8,16,0.5,2,3,0.667,0,6,0,1,0,0,4,20,3,26.2,1734,Highlight,2,12,30
2025-26,2026-02-09,2026-02-10 02:00:00.000000 UTC,Jamal Murray,DEN,CLE,home,L,35.6,6,16,0.375,4,4,1.0,1,7,11,1,1,0,3,17,-4,45.1,2136,Highlight,4,54,169
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Isaiah Stewart,DET,CHA,away,W,11.126666666666667,1,2,0.5,0,0,0.0,0,0,0,0,0,0,1,2,-12,2.0,668,Other,2,909,4008
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Isaiah Stewart,DET,CHA,away,W,11.126666666666667,1,2,0.5,0,0,0.0,0,0,0,0,0,0,1,2,-12,2.0,668,Highlight,3,1700,7838
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Tobias Harris,DET,CHA,away,W,34.916666666666664,4,11,0.364,2,2,1.0,0,5,1,1,1,1,0,11,15,23.5,2095,Highlight,1,26,119
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Ausar Thompson,DET,CHA,away,W,25.473333333333333,3,8,0.375,0,0,0.0,5,3,2,1,2,0,4,6,3,23.6,1528,Highlight,1,1,36
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Ausar Thompson,DET,CHA,away,W,25.473333333333333,3,8,0.375,0,0,0.0,5,3,2,1,2,0,4,6,3,23.6,1528,Other,1,46,6
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Jalen Duren,DET,CHA,away,W,20.123333333333335,5,7,0.714,5,5,1.0,2,3,2,1,1,0,2,15,14,26.0,1207,Highlight,3,1700,7838
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Duncan Robinson,DET,CHA,away,W,24.45,8,10,0.8,1,2,0.5,0,3,4,1,0,0,1,18,27,26.6,1467,Highlight,2,8,105
2025-26,2026-02-09,2026-02-10 00:00:00.000000 UTC,Cade Cunningham,DET,CHA,away,W,36.65,12,27,0.444,7,7,1.0,1,8,7,3,1,0,4,33,14,54.3,2199,Highlight,1,7,69
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Draymond Green,GSW,MEM,home,W,23.55,5,7,0.714,0,0,0.0,1,3,2,7,2,0,2,14,-17,20.8,1413,Other,1,217,192
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Luke Kennard,LAL,OKC,home,L,24.216666666666665,3,5,0.6,0,0,0.0,1,0,1,0,1,0,4,7,-7,12.7,1453,Highlight,1,40,37
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Jaxson Hayes,LAL,OKC,home,L,13.866666666666667,5,8,0.625,2,3,0.667,3,1,1,1,0,0,2,12,-4,17.3,832,Other,1,624,10975
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Rui Hachimura,LAL,OKC,home,L,32.883333333333333,5,8,0.625,0,0,0.0,0,5,2,1,0,0,1,12,4,20.0,1973,Other,1,13,7
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Austin Reaves,LAL,OKC,home,L,28.866666666666667,6,14,0.429,3,3,1.0,0,2,7,5,1,0,3,16,-14,26.9,1732,Other,1,53,0
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Austin Reaves,LAL,OKC,home,L,28.866666666666667,6,14,0.429,3,3,1.0,0,2,7,5,1,0,3,16,-14,26.9,1732,Highlight,2,67,467
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,LeBron James,LAL,OKC,home,L,35.983333333333334,9,17,0.529,4,6,0.667,1,5,10,3,1,0,1,22,-7,44.2,2159,Highlight,2,74,511
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,LeBron James,LAL,OKC,home,L,35.983333333333334,9,17,0.529,4,6,0.667,1,5,10,3,1,0,1,22,-7,44.2,2159,Other,2,760,1739
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Cam Spencer,MEM,GSW,away,L,23.9,1,6,0.167,0,0,0.0,2,2,4,2,0,0,1,2,-9,10.8,1434,Highlight,1,52,93
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Ty Jerome,MEM,GSW,away,L,19.95,8,14,0.571,1,2,0.5,0,3,7,1,2,0,0,19,15,38.1,1197,Other,1,8,36
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Naz Reid,MIN,ATL,home,W,21.416666666666668,3,8,0.375,1,2,0.5,0,6,2,1,2,1,2,7,6,25.2,1285,Highlight,1,92,513
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Naz Reid,MIN,ATL,home,W,21.416666666666668,3,8,0.375,1,2,0.5,0,6,2,1,2,1,2,7,6,25.2,1285,Other,2,160,800
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Ayo Dosunmu,MIN,ATL,home,W,29.833333333333332,9,13,0.692,1,1,1.0,0,1,3,1,1,1,4,21,7,31.7,1790,Other,1,22,65
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Anthony Edwards,MIN,ATL,home,W,38.076666666666668,11,21,0.524,4,5,0.8,2,4,6,4,2,1,3,30,22,51.2,2285,Highlight,1,2,46
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Julius Randle,MIN,ATL,home,W,38.6,8,14,0.571,0,0,0.0,2,10,10,4,2,1,3,18,25,52.4,2316,Other,1,142,719
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Jared McCain,OKC,LAL,away,W,13.616666666666667,3,6,0.5,0,0,0.0,0,3,0,0,0,0,2,7,10,10.6,817,Other,2,246,1480
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Alex Caruso,OKC,LAL,away,W,24.083333333333332,7,8,0.875,0,1,0.0,0,1,2,0,1,0,0,17,19,24.2,1445,Other,1,88,240
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Jalen Williams,OKC,LAL,away,W,24.366666666666667,6,17,0.353,11,13,0.846,0,3,1,2,1,0,2,23,-10,29.1,1462,Other,1,166,3472
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Isaiah Joe,OKC,LAL,away,W,27.45,6,13,0.462,3,3,1.0,2,1,2,1,2,0,2,19,14,30.6,1647,Other,1,43,150
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Paolo Banchero,ORL,MIL,home,W,32.716666666666669,3,10,0.3,3,4,0.75,0,9,3,2,0,0,2,11,14,24.3,1963,Other,1,38,44
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Jalen Suggs,ORL,MIL,home,W,26.8,3,7,0.429,0,0,0.0,1,2,10,2,5,1,2,7,9,41.6,1608,Highlight,1,3,25
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Anthony Black,ORL,MIL,home,W,34.15,8,13,0.615,8,9,0.889,2,3,2,1,2,1,2,26,13,43.0,2049,Highlight,1,3,25
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Trendon Watford,PHI,POR,away,L,24.583333333333332,5,7,0.714,2,3,0.667,0,2,3,0,0,0,3,12,-19,18.9,1475,Highlight,1,5,26
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Yang Hansen,POR,PHI,home,W,5.25,1,4,0.25,0,0,0.0,0,1,0,1,0,0,2,2,-8,2.2,315,Highlight,1,5,26
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Donovan Clingan,POR,PHI,home,W,27.743333333333332,6,10,0.6,0,2,0.0,2,5,3,1,0,4,2,15,20,38.9,1665,Other,2,33,66
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Toumani Camara,POR,PHI,home,W,27.49,10,12,0.833,2,2,1.0,1,2,1,3,3,0,3,30,30,41.1,1649,Highlight,1,10,69
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Toumani Camara,POR,PHI,home,W,27.49,10,12,0.833,2,2,1.0,1,2,1,3,3,0,3,30,30,41.1,1649,Other,2,24,192
2025-26,2026-02-09,2026-02-10 03:00:00.000000 UTC,Deni Avdija,POR,PHI,home,W,26.61,8,16,0.5,8,10,0.8,4,6,8,1,2,1,2,26,12,58.0,1597,Other,2,21,73
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,DeMar DeRozan,SAC,NOP,away,L,19.6,3,11,0.273,2,3,0.667,0,1,1,1,0,0,2,8,-7,9.7,1176,Other,1,32,0
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Russell Westbrook,SAC,NOP,away,L,20.9,7,17,0.412,2,2,1.0,1,1,2,2,0,0,0,17,-3,20.4,1254,Other,1,50,437
2025-26,2026-02-09,2026-02-10 01:00:00.000000 UTC,Maxime Raynaud,SAC,NOP,away,L,38.133333333333333,8,14,0.571,5,6,0.833,4,15,1,1,1,0,0,21,-16,47.3,2288,Other,2,116,246
2025-26,2026-02-09,2026-02-10 00:30:00.000000 UTC,Lauri Markkanen,UTA,MIA,away,W,24.633333333333333,5,14,0.357,4,4,1.0,2,6,1,1,0,0,2,17,-6,27.1,1478,Other,1,29,25
2025-26,2026-02-10,2026-02-11 02:00:00.000000 UTC,Daniel Gafford,DAL,PHX,away,L,16.966666666666665,2,2,1.0,0,0,0.0,1,3,0,4,1,3,4,4,-16,16.8,1018,Highlight,1,9,56
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Reed Sheppard,HOU,LAC,home,W,29.553333333333335,6,10,0.6,0,0,0.0,2,4,4,4,2,1,2,16,-5,34.2,1773,Highlight,1,4,40
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Kam Jones,IND,NYK,away,W,21.466666666666665,1,2,0.5,0,0,0.0,0,1,1,0,0,0,3,2,-2,4.7,1288,Highlight,1,6,6
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Kris Dunn,LAC,HOU,away,L,27.8,3,5,0.6,0,0,0.0,1,1,7,1,4,0,5,6,-9,29.9,1668,Other,1,20,73
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Kobe Sanders,LAC,HOU,away,L,15.816666666666666,1,9,0.111,0,0,0.0,2,2,4,1,0,0,1,2,-8,11.8,949,Highlight,1,4,16
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Bronny James,LAL,SAS,home,L,25.366666666666667,5,10,0.5,0,0,0.0,0,3,6,2,0,1,3,12,-6,25.6,1522,Other,2,95,354
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Bronny James,LAL,SAS,home,L,25.366666666666667,5,10,0.5,0,0,0.0,0,3,6,2,0,1,3,12,-6,25.6,1522,Highlight,2,120,1088
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Jaxson Hayes,LAL,SAS,home,L,16.633333333333333,6,7,0.857,0,0,0.0,1,3,3,2,0,0,3,13,-16,20.3,998,Highlight,1,12,33
2025-26,2026-02-10,2026-02-11 02:00:00.000000 UTC,Dillon Brooks,PHX,DAL,home,W,31.416666666666668,11,26,0.423,0,0,0.0,2,2,1,2,0,0,3,23,0,27.3,1885,Highlight,1,126,2974
2025-26,2026-02-10,2026-02-11 02:00:00.000000 UTC,Jalen Green,PHX,DAL,home,W,20.35,5,14,0.357,0,0,0.0,0,1,4,2,0,0,0,12,-6,17.2,1221,Highlight,1,9,56
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Kelly Olynyk,SAS,LAL,away,W,12.0,4,6,0.667,0,0,0.0,1,0,0,1,0,0,2,8,-6,8.2,720,Other,1,37,177
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Kelly Olynyk,SAS,LAL,away,W,12.0,4,6,0.667,0,0,0.0,1,0,0,1,0,0,2,8,-6,8.2,720,Highlight,2,118,1042
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Bismack Biyombo,SAS,LAL,away,W,9.8,0,1,0.0,0,0,0.0,1,3,0,2,0,0,3,0,-5,2.8,588,Highlight,1,8,19
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Stephon Castle,SAS,LAL,away,W,11.966666666666667,1,1,1.0,0,0,0.0,0,1,7,1,0,1,2,2,8,15.7,718,Highlight,2,114,854
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Luke Kornet,SAS,LAL,away,W,9.9,3,4,0.75,0,0,0.0,1,4,1,0,0,2,1,6,12,19.5,594,Highlight,2,24,184
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Jay Huff,IND,NYK,away,W,24.115,4,9,0.444,1,1,1.0,0,2,3,0,1,1,4,10,4,22.9,1447,Highlight,1,6,6
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Bennedict Mathurin,LAC,HOU,away,L,25.9,4,13,0.308,1,1,1.0,3,4,4,0,3,0,4,9,4,32.4,1554,Highlight,2,12,98
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Adou Thiero,LAL,SAS,home,L,9.8,1,1,1.0,1,1,1.0,0,0,0,0,0,1,0,3,5,6.0,588,Highlight,1,10,73
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Aaron Nesmith,IND,NYK,away,W,36.5,4,10,0.4,2,2,1.0,2,6,0,2,0,2,5,11,0,24.6,2190,Highlight,1,48,57
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Andrew Nembhard,IND,NYK,away,W,36.7,9,16,0.563,2,2,1.0,0,4,10,3,0,0,2,24,0,40.8,2202,Other,1,6,24
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Jake LaRavia,LAL,SAS,home,L,18.366666666666667,3,6,0.5,2,2,1.0,1,1,1,1,0,0,6,10,-31,12.9,1102,Other,1,7,31
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Dalton Knecht,LAL,SAS,home,L,16.283333333333335,4,8,0.5,1,2,0.5,1,4,1,1,0,0,2,9,-10,15.5,977,Other,1,37,177
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Kobe Bufkin,LAL,SAS,home,L,24.333333333333332,2,10,0.2,2,2,1.0,0,2,1,3,1,0,1,7,-12,10.9,1460,Highlight,1,8,19
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Landry Shamet,NYK,IND,home,L,37.678333333333335,6,14,0.429,1,3,0.333,0,2,1,0,0,1,2,17,1,23.9,2261,Highlight,1,48,61
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Amen Thompson,HOU,LAC,home,W,37.395,6,10,0.6,3,4,0.75,2,4,1,0,1,1,0,16,9,30.7,2244,Highlight,1,1,28
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Quenton Jackson,IND,NYK,away,W,28.046666666666667,5,7,0.714,5,6,0.833,2,4,3,1,1,1,1,19,0,35.7,1683,Highlight,1,12,39
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Jordan Miller,LAC,HOU,away,L,16.9,2,5,0.4,3,6,0.5,3,1,2,3,0,0,0,9,-5,13.8,1014,Other,1,20,73
2025-26,2026-02-10,2026-02-11 02:00:00.000000 UTC,Naji Marshall,DAL,PHX,away,L,36.22,12,17,0.706,5,7,0.714,1,3,2,2,1,0,0,31,5,39.8,2173,Other,1,13,27
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Kevin Durant,HOU,LAC,home,W,37.731666666666669,8,22,0.364,7,7,1.0,1,5,3,5,2,0,1,26,3,38.7,2264,Highlight,2,20,157
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Jalen Brunson,NYK,IND,home,L,41.796666666666667,15,31,0.484,6,8,0.75,2,3,8,1,1,0,3,40,3,60.0,2508,Highlight,1,16,173
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Kawhi Leonard,LAC,HOU,away,L,31.483333333333334,7,19,0.368,8,9,0.889,2,6,3,1,1,0,1,24,-16,40.1,1889,Highlight,1,10,40
2025-26,2026-02-10,2026-02-11 01:00:00.000000 UTC,Kawhi Leonard,LAC,HOU,away,L,31.483333333333334,7,19,0.368,8,9,0.889,2,6,3,1,1,0,1,24,-16,40.1,1889,Other,1,9,39
2025-26,2026-02-10,2026-02-11 00:30:00.000000 UTC,Pascal Siakam,IND,NYK,away,W,36.95,11,26,0.423,5,10,0.5,0,6,4,1,3,0,0,30,-7,51.2,2217,Other,1,32,134
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Victor Wembanyama,SAS,LAL,away,W,26.1,13,20,0.65,10,12,0.833,1,11,2,4,2,1,2,40,22,62.4,1566,Other,8,1314,20538
2025-26,2026-02-10,2026-02-11 03:30:00.000000 UTC,Victor Wembanyama,SAS,LAL,away,W,26.1,13,20,0.65,10,12,0.833,1,11,2,4,2,1,2,40,22,62.4,1566,Highlight,3,101,932
2025-26,2026-02-10,2026-02-11 02:00:00.000000 UTC,Cooper Flagg,DAL,PHX,away,L,35.703333333333333,8,20,0.4,11,14,0.786,1,4,2,3,1,0,0,27,10,36.0,2142,Highlight,2,79,1304
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Sam Hauser,BOS,ATL,away,W,30.283333333333335,10,21,0.476,0,0,0.0,0,6,3,2,1,1,0,30,30,45.7,1817,Other,1,32,113
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Sam Hauser,BOS,ATL,away,W,30.283333333333335,10,21,0.476,0,0,0.0,0,6,3,2,1,1,0,30,30,45.7,1817,Post Game Thread,1,76,134
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Sam Hauser,BOS,ATL,away,W,30.283333333333335,10,21,0.476,0,0,0.0,0,6,3,2,1,1,0,30,30,45.7,1817,Highlight,1,10,196
2025-26,2026-01-17,2026-01-18 01:30:00.000000 UTC,Draymond Green,GSW,CHA,home,W,26.541666666666668,8,14,0.571,0,0,0.0,1,2,6,3,0,0,4,20,-4,29.6,1593,Other,1,9,96
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Jay Huff,IND,DET,away,L,13.3,1,3,0.333,0,0,0.0,0,1,1,0,0,0,3,3,-18,5.7,798,Highlight,1,75,632
2025-26,2026-01-17,2026-01-18 01:30:00.000000 UTC,Miles Bridges,CHA,GSW,away,L,29.95,4,12,0.333,0,0,0.0,3,1,2,2,0,0,2,9,-15,14.8,1797,Highlight,1,14,12
2025-26,2026-01-17,2026-01-18 01:30:00.000000 UTC,Grant Williams,CHA,GSW,away,L,17.716666666666665,3,5,0.6,0,0,0.0,0,0,2,1,1,1,1,7,-17,15.0,1063,Other,1,68,539
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Jrue Holiday,POR,LAL,home,W,19.566666666666666,4,8,0.5,0,0,0.0,0,3,4,2,0,0,0,9,-3,16.6,1174,Other,1,29,0
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Jalen Williams,OKC,MIA,away,L,13.616666666666667,3,5,0.6,0,0,0.0,0,3,3,1,0,0,0,8,4,15.1,817,Other,2,422,2887
