season_year,game_date,game_start_utc,player_name,team,opponent_team,travel_status,result,minutes_played,fgm,fga,fg_pct,ftm,fta,ft_pct,oreb,dreb,ast,tov,stl,blk,pf,pts,plus_minus,nba_fantasy_pts,seconds_played,post_type,post_count,total_comments,total_score
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Bruce Brown,DEN,NYK,away,L,37.713333333333331,4,9,0.444,0,0,0.0,1,4,0,2,3,1,1,10,-12,26.0,2263,Highlight,1,6,72
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Christian Braun,DEN,NYK,away,L,43.47,2,6,0.333,2,2,1.0,4,3,6,1,0,0,3,6,4,22.4,2608,Highlight,3,47,158
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Jamal Murray,DEN,NYK,away,L,47.761666666666663,15,33,0.455,6,7,0.857,0,5,6,4,1,0,2,39,-11,53.0,2866,Highlight,12,192,414
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Jamal Murray,DEN,NYK,away,L,47.761666666666663,15,33,0.455,6,7,0.857,0,5,6,4,1,0,2,39,-11,53.0,2866,Other,2,25,79
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Reed Sheppard,HOU,BOS,home,L,18.86,3,12,0.25,0,0,0.0,0,2,0,0,1,0,2,9,-12,14.4,1132,Other,1,84,113
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Alperen Sengun,HOU,BOS,home,L,31.033333333333335,5,12,0.417,3,3,1.0,4,5,3,3,2,1,1,13,-22,34.3,1862,Highlight,1,437,850
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Alperen Sengun,HOU,BOS,home,L,31.033333333333335,5,12,0.417,3,3,1.0,4,5,3,3,2,1,1,13,-22,34.3,1862,Other,1,42,1012
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Kevin Durant,HOU,BOS,home,L,32.648333333333333,4,11,0.364,7,7,1.0,0,5,1,2,2,1,1,15,-22,29.5,1959,Other,1,158,1819
2025-26,2026-02-04,2026-02-05 03:30:00.000000 UTC,Kawhi Leonard,LAC,CLE,home,L,26.633333333333333,10,20,0.5,3,3,1.0,0,7,4,4,1,0,1,25,-4,38.4,1598,Other,1,88,150
2025-26,2026-02-04,2026-02-05 03:00:00.000000 UTC,Ty Jerome,MEM,SAC,away,W,20.683333333333334,10,14,0.714,5,6,0.833,1,0,7,0,1,0,2,28,9,42.7,1241,Other,1,42,128
2025-26,2026-02-04,2026-02-05 03:00:00.000000 UTC,Cam Spencer,MEM,SAC,away,W,26.871666666666666,7,13,0.538,3,3,1.0,1,2,5,3,0,0,0,20,-6,28.1,1612,Highlight,1,8,51
2025-26,2026-02-04,2026-02-05 03:00:00.000000 UTC,Cam Spencer,MEM,SAC,away,W,26.871666666666666,7,13,0.538,3,3,1.0,1,2,5,3,0,0,0,20,-6,28.1,1612,Post Game Thread,1,34,70
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Myles Turner,MIL,NOP,home,W,28.518333333333334,7,11,0.636,0,0,0.0,0,9,1,2,0,2,4,16,0,32.3,1711,Highlight,1,62,95
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Kyle Kuzma,MIL,NOP,home,W,30.983333333333334,3,5,0.6,0,0,0.0,0,6,9,3,0,0,1,7,-2,24.7,1859,Other,1,24,137
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Bones Hyland,MIN,TOR,away,W,26.04,8,12,0.667,0,0,0.0,2,5,3,2,2,1,3,20,3,39.9,1562,Other,1,28,163
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Anthony Edwards,MIN,TOR,away,W,37.766666666666666,11,23,0.478,7,10,0.7,0,8,5,2,3,1,1,30,-2,57.1,2266,Other,5,486,1072
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Anthony Edwards,MIN,TOR,away,W,37.766666666666666,11,23,0.478,7,10,0.7,0,8,5,2,3,1,1,30,-2,57.1,2266,Highlight,1,57,942
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Jaden McDaniels,MIN,TOR,away,W,39.718333333333334,8,13,0.615,2,2,1.0,0,1,4,1,0,2,3,19,-1,31.2,2383,Other,1,110,596
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Jose Alvarado,NOP,MIL,away,L,16.87,3,5,0.6,0,0,0.0,1,4,1,0,0,0,0,9,-11,16.5,1012,Other,1,43,78
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Yves Missi,NOP,MIL,away,L,30.818333333333332,2,7,0.286,3,3,1.0,4,3,1,0,0,2,1,7,8,22.9,1849,Other,1,43,78
2025-26,2026-02-04,2026-02-05 01:00:00.000000 UTC,Trey Murphy III,NOP,MIL,away,L,39.895,15,28,0.536,2,2,1.0,2,4,6,4,3,0,1,44,3,65.2,2394,Other,1,71,242
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Mitchell Robinson,NYK,DEN,home,W,23.111666666666668,5,5,1.0,0,0,0.0,1,7,0,0,1,1,5,10,3,25.6,1387,Other,1,12,164
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Mitchell Robinson,NYK,DEN,home,W,23.111666666666668,5,5,1.0,0,0,0.0,1,7,0,0,1,1,5,10,3,25.6,1387,Highlight,6,89,532
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Jordan Clarkson,NYK,DEN,home,W,23.666666666666668,5,7,0.714,0,0,0.0,0,1,1,1,0,0,1,11,-4,12.7,1420,Highlight,1,4,23
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Karl-Anthony Towns,NYK,DEN,home,W,31.001666666666665,9,13,0.692,4,4,1.0,3,9,1,1,0,0,6,24,12,38.9,1860,Highlight,7,157,582
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Karl-Anthony Towns,NYK,DEN,home,W,31.001666666666665,9,13,0.692,4,4,1.0,3,9,1,1,0,0,6,24,12,38.9,1860,Other,2,21,204
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Landry Shamet,NYK,DEN,home,W,35.845,6,15,0.4,0,0,0.0,1,1,3,1,0,0,2,16,22,21.9,2151,Highlight,4,16,123
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Jalen Brunson,NYK,DEN,home,W,47.001666666666665,14,27,0.519,9,11,0.818,0,8,9,5,2,0,2,42,13,66.1,2820,Other,5,434,973
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Jalen Brunson,NYK,DEN,home,W,47.001666666666665,14,27,0.519,9,11,0.818,0,8,9,5,2,0,2,42,13,66.1,2820,Highlight,10,65,383
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,OG Anunoby,NYK,DEN,home,W,47.956666666666663,7,17,0.412,2,2,1.0,3,5,4,0,0,0,3,20,13,35.6,2877,Highlight,1,5,80
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Mikal Bridges,NYK,DEN,home,W,48.493333333333332,2,8,0.25,0,0,0.0,1,3,4,0,1,1,4,5,-2,21.8,2910,Other,1,58,101
2025-26,2026-02-04,2026-02-05 00:00:00.000000 UTC,Mikal Bridges,NYK,DEN,home,W,48.493333333333332,2,8,0.25,0,0,0.0,1,3,4,0,1,1,4,5,-2,21.8,2910,Highlight,5,298,356
2025-26,2026-02-04,2026-02-05 02:30:00.000000 UTC,Victor Wembanyama,SAS,OKC,home,W,28.35,9,16,0.563,3,8,0.375,3,11,2,2,0,2,1,22,17,45.8,1701,Other,2,189,95
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Jamal Shead,TOR,MIN,home,L,22.226666666666667,3,8,0.375,1,2,0.5,1,1,4,2,1,1,2,7,-1,19.4,1334,Highlight,1,10,22
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Immanuel Quickley,TOR,MIN,home,L,33.6,8,12,0.667,1,2,0.5,0,5,8,2,1,0,1,23,2,42.0,2016,Highlight,1,10,22
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Scottie Barnes,TOR,MIN,home,L,36.616666666666667,8,11,0.727,6,8,0.75,1,9,8,3,1,1,2,22,9,49.0,2197,Other,2,27,89
2025-26,2026-02-04,2026-02-05 00:30:00.000000 UTC,Scottie Barnes,TOR,MIN,home,L,36.616666666666667,8,11,0.727,6,8,0.75,1,9,8,3,1,1,2,22,9,49.0,2197,Highlight,1,25,52
2025-26,2026-01-25,2026-01-25 20:00:00.000000 UTC,Keon Ellis,SAC,DET,away,L,21.4,5,9,0.556,1,2,0.5,0,0,0,1,0,0,2,14,-11,13.0,1284,Other,1,56,90
2025-26,2026-01-25,2026-01-25 22:30:00.000000 UTC,Joe Ingles,MIN,GSW,home,L,5.166666666666667,1,1,1.0,0,0,0.0,0,0,1,1,0,0,0,3,-4,3.5,310,Highlight,1,163,886
2025-26,2026-01-25,2026-01-25 22:30:00.000000 UTC,Anthony Edwards,MIN,GSW,home,L,34.43333333333333,13,20,0.65,2,3,0.667,2,9,2,8,0,1,0,32,-16,43.2,2066,Other,2,1102,7046
2025-26,2026-01-25,2026-01-26 02:00:00.000000 UTC,Terance Mann,BKN,LAC,away,L,19.575,3,6,0.5,0,0,0.0,1,2,2,2,2,0,1,8,-16,18.6,1175,Other,1,12,56
2025-26,2026-01-25,2026-01-26 01:00:00.000000 UTC,Collin Gillespie,PHX,MIA,home,L,30.666666666666668,4,12,0.333,0,0,0.0,2,2,0,2,0,0,3,11,-9,13.8,1840,Highlight,1,11,20
2025-26,2026-01-25,2026-01-26 01:00:00.000000 UTC,Isaiah Livers,PHX,MIA,home,L,15.033333333333333,4,4,1.0,0,0,0.0,1,4,0,0,2,1,0,9,-5,24.0,902,Highlight,1,7,24
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Victor Wembanyama,SAS,NOP,home,L,31.35,6,16,0.375,2,6,0.333,1,15,0,3,0,4,3,16,-12,44.2,1881,Highlight,2,12,61
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Cason Wallace,OKC,TOR,home,L,15.663333333333334,1,3,0.333,1,2,0.5,0,1,1,1,0,0,1,3,-4,4.7,940,Other,1,30,46
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Luguentz Dort,OKC,TOR,home,L,35.573333333333331,6,10,0.6,3,5,0.6,1,7,2,1,2,0,2,19,3,36.6,2134,Highlight,1,247,3171
2025-26,2026-01-25,2026-01-26 02:00:00.000000 UTC,Kawhi Leonard,LAC,BKN,home,W,25.283333333333335,9,17,0.529,8,9,0.889,1,4,2,1,1,1,0,28,14,42.0,1517,Other,1,34,142
2025-26,2026-01-25,2026-01-26 02:00:00.000000 UTC,Kawhi Leonard,LAC,BKN,home,W,25.283333333333335,9,17,0.529,8,9,0.889,1,4,2,1,1,1,0,28,14,42.0,1517,Highlight,1,16,77
2025-26,2026-01-25,2026-01-26 02:00:00.000000 UTC,John Collins,LAC,BKN,home,W,26.3,7,14,0.5,2,2,1.0,0,5,1,1,3,0,1,18,3,33.5,1578,Other,1,12,56
2025-26,2026-01-25,2026-01-26 02:00:00.000000 UTC,James Harden,LAC,BKN,home,W,31.25,3,8,0.375,10,10,1.0,0,6,8,5,1,1,1,19,22,39.2,1875,Other,1,12,56
2025-26,2026-01-25,2026-01-25 22:30:00.000000 UTC,Pat Spencer,GSW,MIN,away,W,3.35,0,0,0.0,0,0,0.0,0,1,0,0,1,0,0,0,5,4.2,201,Highlight,1,163,886
2025-26,2026-01-25,2026-01-25 22:30:00.000000 UTC,Quinten Post,GSW,MIN,away,W,15.95,1,5,0.2,2,2,1.0,0,4,0,1,1,0,2,5,20,11.8,957,Highlight,1,163,886
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Scottie Barnes,TOR,OKC,away,W,31.75,3,8,0.375,4,4,1.0,3,8,8,2,1,3,5,10,15,45.2,1905,Highlight,3,250,2869
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Scottie Barnes,TOR,OKC,away,W,31.75,3,8,0.375,4,4,1.0,3,8,8,2,1,3,5,10,15,45.2,1905,Other,4,113,332
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Immanuel Quickley,TOR,OKC,away,W,31.896666666666668,7,14,0.5,3,4,0.75,1,10,2,1,2,0,1,23,2,44.2,1914,Highlight,1,51,322
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Immanuel Quickley,TOR,OKC,away,W,31.896666666666668,7,14,0.5,3,4,0.75,1,10,2,1,2,0,1,23,2,44.2,1914,Other,2,56,527
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,RJ Barrett,TOR,OKC,away,W,21.433333333333334,6,12,0.5,0,0,0.0,1,5,2,2,2,0,2,14,2,28.2,1286,Other,1,182,560
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Sandro Mamukelashvili,TOR,OKC,away,W,31.558333333333334,3,8,0.375,4,8,0.5,2,3,3,1,1,1,4,10,-8,25.5,1894,Highlight,2,277,3250
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Jamal Shead,TOR,OKC,away,W,24.47,4,9,0.444,0,2,0.0,0,4,5,1,1,0,1,9,1,23.3,1468,Other,1,11,136
2025-26,2026-01-25,2026-01-26 01:00:00.000000 UTC,Bam Adebayo,MIA,PHX,away,W,32.4,6,16,0.375,8,8,1.0,4,3,1,1,2,1,4,22,-7,39.9,1944,Other,1,108,123
2025-26,2026-01-25,2026-01-26 01:00:00.000000 UTC,Andrew Wiggins,MIA,PHX,away,W,23.5,5,12,0.417,0,0,0.0,4,6,3,0,0,0,2,10,10,26.5,1410,Other,1,80,161
2025-26,2026-01-25,2026-01-25 20:00:00.000000 UTC,Ausar Thompson,DET,SAC,home,W,20.471666666666668,2,5,0.4,1,2,0.5,4,1,6,2,2,0,2,5,9,24.0,1228,Other,1,24,0
2025-26,2026-01-25,2026-01-25 20:00:00.000000 UTC,Cade Cunningham,DET,SAC,home,W,30.306666666666668,13,22,0.591,0,1,0.0,3,2,11,5,3,1,4,29,18,58.5,1818,Post Game Thread,1,64,197
2025-26,2026-01-25,2026-01-25 20:00:00.000000 UTC,Jalen Duren,DET,SAC,home,W,23.716666666666665,7,8,0.875,4,5,0.8,2,4,1,0,2,1,1,18,7,35.7,1423,Other,1,24,0
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Derik Queen,NOP,SAS,away,W,17.166666666666668,2,7,0.286,0,0,0.0,1,3,1,4,0,0,5,4,3,6.3,1030,Highlight,1,80,494
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Yves Missi,NOP,SAS,away,W,30.286666666666665,4,11,0.364,2,2,1.0,6,8,2,1,1,2,5,10,9,37.8,1817,Highlight,2,12,61
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Zion Williamson,NOP,SAS,away,W,33.251666666666665,10,18,0.556,4,5,0.8,4,6,4,1,0,1,2,24,17,44.0,1995,Highlight,1,6,29
2025-26,2026-01-25,2026-01-26 00:00:00.000000 UTC,Zion Williamson,NOP,SAS,away,W,33.251666666666665,10,18,0.556,4,5,0.8,4,6,4,1,0,1,2,24,17,44.0,1995,Other,1,14,138
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Christian Koloko,ATL,IND,home,W,16.733333333333334,6,6,1.0,0,0,0.0,1,3,1,0,0,3,4,12,9,27.3,1004,Highlight,2,13,63
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Luke Kennard,ATL,IND,home,W,23.283333333333335,4,4,1.0,2,2,1.0,0,2,3,1,0,1,1,13,26,21.9,1397,Other,1,43,52
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Luke Kennard,ATL,IND,home,W,23.283333333333335,4,4,1.0,2,2,1.0,0,2,3,1,0,1,1,13,26,21.9,1397,Highlight,2,14,67
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,CJ McCollum,ATL,IND,home,W,27.81,9,15,0.6,0,0,0.0,1,7,7,2,2,1,4,23,27,50.1,1669,Highlight,2,12,75
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,CJ McCollum,ATL,IND,home,W,27.81,9,15,0.6,0,0,0.0,1,7,7,2,2,1,4,23,27,50.1,1669,Post Game Thread,1,45,104
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Onyeka Okongwu,ATL,IND,home,W,31.266666666666666,5,13,0.385,0,0,0.0,2,8,2,1,0,1,3,12,7,29.0,1876,Highlight,1,4,25
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Jalen Johnson,ATL,IND,home,W,34.516666666666666,5,19,0.263,4,4,1.0,2,5,6,4,4,1,1,15,0,43.4,2071,Highlight,1,6,42
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Dyson Daniels,ATL,IND,home,W,34.656666666666666,10,15,0.667,1,2,0.5,1,4,9,1,1,1,2,22,2,46.5,2079,Highlight,4,51,275
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Anfernee Simons,BOS,POR,home,W,26.408333333333335,5,12,0.417,0,0,0.0,0,1,1,1,2,1,1,12,-9,22.7,1585,Other,1,200,777
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Anfernee Simons,BOS,POR,home,W,26.408333333333335,5,12,0.417,0,0,0.0,0,1,1,1,2,1,1,12,-9,22.7,1585,Highlight,1,2,22
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Derrick White,BOS,POR,home,W,34.466666666666669,7,14,0.5,2,2,1.0,2,2,4,9,2,0,4,18,2,25.8,2068,Highlight,2,10,83
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Payton Pritchard,BOS,POR,home,W,34.733333333333334,8,16,0.5,2,4,0.5,1,3,3,0,0,0,1,23,23,32.3,2084,Highlight,3,16,109
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Grant Williams,CHA,PHI,home,W,17.05,3,7,0.429,1,3,0.333,1,4,0,1,0,0,2,9,28,14.0,1023,Highlight,2,28,135
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Collin Sexton,CHA,PHI,home,W,18.2,3,7,0.429,3,4,0.75,0,2,3,3,1,0,4,10,6,16.9,1092,Highlight,2,112,1172
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Sion James,CHA,PHI,home,W,18.806666666666668,0,2,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,1.7,1128,Highlight,1,10,19
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,LaMelo Ball,CHA,PHI,home,W,20.393333333333334,4,12,0.333,1,1,1.0,2,0,8,4,1,0,1,11,36,24.4,1224,Other,1,388,3843
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,LaMelo Ball,CHA,PHI,home,W,20.393333333333334,4,12,0.333,1,1,1.0,2,0,8,4,1,0,1,11,36,24.4,1224,Highlight,2,52,185
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Josh Green,CHA,PHI,home,W,21.3,3,6,0.5,5,5,1.0,2,0,4,2,1,0,1,12,21,21.4,1278,Highlight,1,17,124
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Ryan Kalkbrenner,CHA,PHI,home,W,25.916666666666668,6,8,0.75,1,4,0.25,3,6,3,3,1,3,3,13,4,37.3,1555,Highlight,2,17,37
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Brandon Miller,CHA,PHI,home,W,27.166666666666668,9,11,0.818,6,6,1.0,0,8,2,1,2,0,1,30,40,47.6,1630,Other,2,49,155
2025-26,2026-01-26,2026-01-26 20:00:00.000000 UTC,Brandon Miller,CHA,PHI,home,W,27.166666666666668,9,11,0.818,6,6,1.0,0,8,2,1,2,0,1,30,40,47.6,1630,Highlight,3,49,184
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Kevin Huerter,CHI,LAL,home,L,15.533333333333333,0,5,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-22,2.7,932,Highlight,1,16,0
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Matas Buzelis,CHI,LAL,home,L,22.316666666666666,4,8,0.5,1,2,0.5,1,4,4,3,0,0,2,11,9,20.0,1339,Highlight,1,5,25
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Josh Giddey,CHI,LAL,home,L,28.061666666666667,6,14,0.429,4,4,1.0,2,4,7,3,0,0,0,19,-23,33.7,1684,Highlight,2,14,56
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Coby White,CHI,LAL,home,L,31.111666666666668,8,13,0.615,2,2,1.0,0,5,6,4,1,0,4,23,7,37.0,1867,Highlight,1,9,48
2025-26,2026-01-26,2026-01-27 00:00:00.000000 UTC,Evan Mobley,CLE,ORL,home,W,34.995,9,16,0.563,1,4,0.25,2,7,2,1,0,2,4,20,5,38.8,2100,Highlight,2,8,74
2025-26,2026-01-26,2026-01-27 00:00:00.000000 UTC,Donovan Mitchell,CLE,ORL,home,W,35.141666666666666,15,25,0.6,10,12,0.833,0,4,4,4,1,0,2,45,23,54.8,2109,Other,2,31,210
2025-26,2026-01-26,2026-01-27 02:30:00.000000 UTC,Malevy Leons,GSW,MIN,away,L,9.3666666666666671,2,4,0.5,2,2,1.0,1,4,1,0,1,0,0,6,-7,16.5,562,Highlight,1,8,22
2025-26,2026-01-26,2026-01-27 02:30:00.000000 UTC,Trayce Jackson-Davis,GSW,MIN,away,L,20.433333333333334,3,7,0.429,2,4,0.5,2,2,1,2,2,0,3,8,-12,18.3,1226,Highlight,1,73,110
2025-26,2026-01-26,2026-01-27 02:30:00.000000 UTC,Brandin Podziemski,GSW,MIN,away,L,27.75,4,13,0.308,4,5,0.8,0,7,4,3,0,0,2,12,-14,23.4,1665,Highlight,2,190,2322
2025-26,2026-01-26,2026-01-27 02:30:00.000000 UTC,Will Richard,GSW,MIN,away,L,28.166666666666668,2,9,0.222,0,0,0.0,0,2,3,1,6,0,1,4,-11,27.9,1690,Other,1,19,17
2025-26,2026-01-26,2026-01-27 02:30:00.000000 UTC,Buddy Hield,GSW,MIN,away,L,28.858333333333334,2,10,0.2,0,2,0.0,0,2,3,1,1,1,3,5,-20,16.9,1732,Highlight,1,9,38
2025-26,2026-01-26,2026-01-27 02:30:00.000000 UTC,Pat Spencer,GSW,MIN,away,L,33.541666666666664,4,11,0.364,0,0,0.0,2,3,6,4,1,0,1,10,-10,24.0,2013,Highlight,1,2,20
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Alperen Sengun,HOU,MEM,home,W,33.696666666666665,15,17,0.882,3,4,0.75,3,6,6,5,1,0,5,33,12,50.8,2022,Other,2,62,349
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Alperen Sengun,HOU,MEM,home,W,33.696666666666665,15,17,0.882,3,4,0.75,3,6,6,5,1,0,5,33,12,50.8,2022,Highlight,1,4,90
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Alperen Sengun,HOU,MEM,home,W,33.696666666666665,15,17,0.882,3,4,0.75,3,6,6,5,1,0,5,33,12,50.8,2022,Post Game Thread,1,30,129
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Kevin Durant,HOU,MEM,home,W,37.033333333333331,11,24,0.458,7,9,0.778,2,6,2,2,0,1,1,33,1,46.6,2222,Other,1,19,95
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Kevin Durant,HOU,MEM,home,W,37.033333333333331,11,24,0.458,7,9,0.778,2,6,2,2,0,1,1,33,1,46.6,2222,Post Game Thread,1,30,129
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Isaiah Jackson,IND,ATL,away,L,12.316666666666666,2,3,0.667,0,0,0.0,2,3,0,0,0,1,2,4,-12,13.0,739,Highlight,1,1,11
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Ben Sheppard,IND,ATL,away,L,14.26,1,3,0.333,0,0,0.0,0,0,0,1,0,0,1,2,-17,1.0,856,Highlight,1,1,11
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Micah Potter,IND,ATL,away,L,19.766666666666666,2,8,0.25,0,0,0.0,0,5,1,2,1,1,2,4,-19,15.5,1186,Other,1,9,20
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Micah Potter,IND,ATL,away,L,19.766666666666666,2,8,0.25,0,0,0.0,0,5,1,2,1,1,2,4,-19,15.5,1186,Highlight,2,28,121
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Bennedict Mathurin,IND,ATL,away,L,24.8,6,10,0.6,2,3,0.667,0,2,1,1,1,0,1,16,-25,21.9,1488,Highlight,1,1,20
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Aaron Nesmith,IND,ATL,away,L,29.223333333333333,6,11,0.545,3,4,0.75,0,2,4,3,0,0,1,18,3,23.4,1753,Highlight,1,1,14
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Jarace Walker,IND,ATL,away,L,29.583333333333332,4,8,0.5,2,2,1.0,2,5,3,3,5,1,1,12,0,39.9,1775,Highlight,1,1,14
2025-26,2026-01-26,2026-01-26 18:30:00.000000 UTC,Andrew Nembhard,IND,ATL,away,L,30.283333333333335,3,10,0.3,0,1,0.0,1,4,13,4,1,1,1,6,2,33.5,1817,Highlight,1,1,11
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Gabe Vincent,LAL,CHI,away,W,12.073333333333334,0,2,0.0,0,0,0.0,0,1,3,0,0,0,0,0,13,5.7,724,Highlight,1,35,431
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Gabe Vincent,LAL,CHI,away,W,12.073333333333334,0,2,0.0,0,0,0.0,0,1,3,0,0,0,0,0,13,5.7,724,Other,1,222,240
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Jarred Vanderbilt,LAL,CHI,away,W,16.655,1,3,0.333,0,0,0.0,1,6,2,1,0,0,1,2,21,12.4,999,Other,1,10,94
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Jaxson Hayes,LAL,CHI,away,W,22.878333333333334,3,4,0.75,2,2,1.0,1,3,1,0,1,2,2,8,26,23.3,1373,Other,2,152,1721
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Jaxson Hayes,LAL,CHI,away,W,22.878333333333334,3,4,0.75,2,2,1.0,1,3,1,0,1,2,2,8,26,23.3,1373,Highlight,2,351,6864
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Rui Hachimura,LAL,CHI,away,W,29.266666666666666,9,11,0.818,1,2,0.5,0,2,1,0,1,1,1,23,22,32.9,1756,Other,2,296,1511
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Rui Hachimura,LAL,CHI,away,W,29.266666666666666,9,11,0.818,1,2,0.5,0,2,1,0,1,1,1,23,22,32.9,1756,Highlight,8,69,819
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,LeBron James,LAL,CHI,away,W,32.866666666666667,9,19,0.474,5,6,0.833,0,5,3,2,1,0,3,24,-14,35.5,1972,Highlight,6,74,653
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,LeBron James,LAL,CHI,away,W,32.866666666666667,9,19,0.474,5,6,0.833,0,5,3,2,1,0,3,24,-14,35.5,1972,Other,2,54,68
2025-26,2026-01-26,2026-01-27 01:00:00.000000 UTC,Jake LaRavia,LAL,CHI,away,W,33.416666666666664,3,6,0.5,0,0,0.0,1,4,4,0,3,0,1,8,-9,29.0,2005,Highlight,1,7,24
